borough,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,pickups
Bronx,5,10,30,7,1023.5,0,0,0,0,Y,152
Brooklyn,5,10,30,7,1023.5,0,0,0,0,Y,1519
EWR,5,10,30,7,1023.5,0,0,0,0,Y,0
Manhattan,5,10,30,7,1023.5,0,0,0,0,Y,5258
Queens,5,10,30,7,1023.5,0,0,0,0,Y,405
Staten Island,5,10,30,7,1023.5,0,0,0,0,Y,6
NaN,5,10,30,7,1023.5,0,0,0,0,Y,4
Bronx,3,10,30,6,1023,0,0,0,0,Y,120
Brooklyn,3,10,30,6,1023,0,0,0,0,Y,1229
EWR,3,10,30,6,1023,0,0,0,0,Y,0
Manhattan,3,10,30,6,1023,0,0,0,0,Y,4345
Queens,3,10,30,6,1023,0,0,0,0,Y,331
Staten Island,3,10,30,6,1023,0,0,0,0,Y,7
NaN,3,10,30,6,1023,0,0,0,0,Y,11
Bronx,5,10,30,8,1022.3,0,0,0,0,Y,132
Brooklyn,5,10,30,8,1022.3,0,0,0,0,Y,1601
EWR,5,10,30,8,1022.3,0,0,0,0,Y,0
Manhattan,5,10,30,8,1022.3,0,0,0,0,Y,4577
Queens,5,10,30,8,1022.3,0,0,0,0,Y,440
Staten Island,5,10,30,8,1022.3,0,0,0,0,Y,12
NaN,5,10,30,8,1022.3,0,0,0,0,Y,1
Bronx,5,10,29,9,1022,0,0,0,0,Y,128
Brooklyn,5,10,29,9,1022,0,0,0,0,Y,1390
EWR,5,10,29,9,1022,0,0,0,0,Y,0
Manhattan,5,10,29,9,1022,0,0,0,0,Y,3003
Queens,5,10,29,9,1022,0,0,0,0,Y,344
Staten Island,5,10,29,9,1022,0,0,0,0,Y,5
NaN,5,10,29,9,1022,0,0,0,0,Y,2
Bronx,5,10,28,9,1021.8,0,0,0,0,Y,87
Brooklyn,5,10,28,9,1021.8,0,0,0,0,Y,759
EWR,5,10,28,9,1021.8,0,0,0,0,Y,0
Manhattan,5,10,28,9,1021.8,0,0,0,0,Y,1313
Queens,5,10,28,9,1021.8,0,0,0,0,Y,241
Staten Island,5,10,28,9,1021.8,0,0,0,0,Y,3
NaN,5,10,28,9,1021.8,0,0,0,0,Y,3
Bronx,10,10,28,8,1020.7,0,0,0,0,Y,65
Brooklyn,10,10,28,8,1020.7,0,0,0,0,Y,457
EWR,10,10,28,8,1020.7,0,0,0,0,Y,0
Manhattan,10,10,28,8,1020.7,0,0,0,0,Y,672
Queens,10,10,28,8,1020.7,0,0,0,0,Y,148
Staten Island,10,10,28,8,1020.7,0,0,0,0,Y,0
Bronx,9,10,28,10,1020.5,0,0,0,0,Y,25
Brooklyn,9,10,28,10,1020.5,0,0,0,0,Y,270
EWR,9,10,28,10,1020.5,0,0,0,0,Y,0
Manhattan,9,10,28,10,1020.5,0,0,0,0,Y,431
Queens,9,10,28,10,1020.5,0,0,0,0,Y,95
Staten Island,9,10,28,10,1020.5,0,0,0,0,Y,0
Bronx,7,10,27,9,1020.5,0,0,0,0,Y,17
Brooklyn,7,10,27,9,1020.5,0,0,0,0,Y,165
EWR,7,10,27,9,1020.5,0,0,0,0,Y,0
Manhattan,7,10,27,9,1020.5,0,0,0,0,Y,329
Queens,7,10,27,9,1020.5,0,0,0,0,Y,69
Staten Island,7,10,27,9,1020.5,0,0,0,0,Y,0
Bronx,3,10,27,7,1020,0,0,0,0,Y,13
Brooklyn,3,10,27,7,1020,0,0,0,0,Y,149
EWR,3,10,27,7,1020,0,0,0,0,Y,0
Manhattan,3,10,27,7,1020,0,0,0,0,Y,319
Queens,3,10,27,7,1020,0,0,0,0,Y,83
Staten Island,3,10,27,7,1020,0,0,0,0,Y,1
Bronx,3,10,27,6,1020.2,0,0,0,0,Y,14
Brooklyn,3,10,27,6,1020.2,0,0,0,0,Y,120
EWR,3,10,27,6,1020.2,0,0,0,0,Y,0
Manhattan,3,10,27,6,1020.2,0,0,0,0,Y,420
Queens,3,10,27,6,1020.2,0,0,0,0,Y,98
Staten Island,3,10,27,6,1020.2,0,0,0,0,Y,1
NaN,3,10,27,6,1020.2,0,0,0,0,Y,1
Bronx,3,10,27,7,1020.9,0,0,0,0,Y,14
Brooklyn,3,10,27,7,1020.9,0,0,0,0,Y,180
EWR,3,10,27,7,1020.9,0,0,0,0,Y,0
Manhattan,3,10,27,7,1020.9,0,0,0,0,Y,586
Queens,3,10,27,7,1020.9,0,0,0,0,Y,122
Staten Island,3,10,27,7,1020.9,0,0,0,0,Y,1
Bronx,3,10,27,7,1020.9,0,0,0,0,Y,12
Brooklyn,3,10,27,7,1020.9,0,0,0,0,Y,220
EWR,3,10,27,7,1020.9,0,0,0,0,Y,0
Manhattan,3,10,27,7,1020.9,0,0,0,0,Y,770
Queens,3,10,27,7,1020.9,0,0,0,0,Y,141
Staten Island,3,10,27,7,1020.9,0,0,0,0,Y,3
NaN,3,10,27,7,1020.9,0,0,0,0,Y,1
Bronx,7,10,27,7,1021.2,0,0,0,0,Y,18
Brooklyn,7,10,27,7,1021.2,0,0,0,0,Y,253
EWR,7,10,27,7,1021.2,0,0,0,0,Y,0
Manhattan,7,10,27,7,1021.2,0,0,0,0,Y,931
Queens,7,10,27,7,1021.2,0,0,0,0,Y,154
Staten Island,7,10,27,7,1021.2,0,0,0,0,Y,3
NaN,7,10,27,7,1021.2,0,0,0,0,Y,2
Bronx,0,10,28,6,1021.4,0,0,0,0,Y,23
Brooklyn,0,10,28,6,1021.4,0,0,0,0,Y,337
EWR,0,10,28,6,1021.4,0,0,0,0,Y,0
Manhattan,0,10,28,6,1021.4,0,0,0,0,Y,1012
Queens,0,10,28,6,1021.4,0,0,0,0,Y,203
Staten Island,0,10,28,6,1021.4,0,0,0,0,Y,1
NaN,0,10,28,6,1021.4,0,0,0,0,Y,2
Bronx,6,10,30,6,1021.9,0,0,0,0,Y,21
Brooklyn,6,10,30,6,1021.9,0,0,0,0,Y,371
EWR,6,10,30,6,1021.9,0,0,0,0,Y,0
Manhattan,6,10,30,6,1021.9,0,0,0,0,Y,1143
Queens,6,10,30,6,1021.9,0,0,0,0,Y,219
Staten Island,6,10,30,6,1021.9,0,0,0,0,Y,4
NaN,6,10,30,6,1021.9,0,0,0,0,Y,2
Bronx,3,10,31,6,1020.7,0,0,0,0,Y,19
Brooklyn,3,10,31,6,1020.7,0,0,0,0,Y,418
EWR,3,10,31,6,1020.7,0,0,0,0,Y,1
Manhattan,3,10,31,6,1020.7,0,0,0,0,Y,1317
Queens,3,10,31,6,1020.7,0,0,0,0,Y,247
Staten Island,3,10,31,6,1020.7,0,0,0,0,Y,1
Bronx,11,10,33,7,1019.1,0,0,0,0,Y,39
Brooklyn,11,10,33,7,1019.1,0,0,0,0,Y,444
EWR,11,10,33,7,1019.1,0,0,0,0,Y,0
Manhattan,11,10,33,7,1019.1,0,0,0,0,Y,1582
Queens,11,10,33,7,1019.1,0,0,0,0,Y,238
Staten Island,11,10,33,7,1019.1,0,0,0,0,Y,1
NaN,11,10,33,7,1019.1,0,0,0,0,Y,2
Bronx,10,10,35,7,1017.3,0,0,0,0,Y,28
Brooklyn,10,10,35,7,1017.3,0,0,0,0,Y,456
EWR,10,10,35,7,1017.3,0,0,0,0,Y,0
Manhattan,10,10,35,7,1017.3,0,0,0,0,Y,1485
Queens,10,10,35,7,1017.3,0,0,0,0,Y,257
Staten Island,10,10,35,7,1017.3,0,0,0,0,Y,0
Bronx,7,10,37,7,1016.2,0,0,0,0,Y,26
Brooklyn,7,10,37,7,1016.2,0,0,0,0,Y,463
EWR,7,10,37,7,1016.2,0,0,0,0,Y,0
Manhattan,7,10,37,7,1016.2,0,0,0,0,Y,1520
Queens,7,10,37,7,1016.2,0,0,0,0,Y,238
Staten Island,7,10,37,7,1016.2,0,0,0,0,Y,1
NaN,7,10,37,7,1016.2,0,0,0,0,Y,1
Bronx,9,10,38,8,1015.8,0,0,0,0,Y,33
Brooklyn,9,10,38,8,1015.8,0,0,0,0,Y,419
EWR,9,10,38,8,1015.8,0,0,0,0,Y,0
Manhattan,9,10,38,8,1015.8,0,0,0,0,Y,1444
Queens,9,10,38,8,1015.8,0,0,0,0,Y,250
Staten Island,9,10,38,8,1015.8,0,0,0,0,Y,0
NaN,9,10,38,8,1015.8,0,0,0,0,Y,1
Bronx,8,10,39,10,1015.2,0,0,0,0,Y,30
Brooklyn,8,10,39,10,1015.2,0,0,0,0,Y,439
EWR,8,10,39,10,1015.2,0,0,0,0,Y,0
Manhattan,8,10,39,10,1015.2,0,0,0,0,Y,1235
Queens,8,10,39,10,1015.2,0,0,0,0,Y,260
Staten Island,8,10,39,10,1015.2,0,0,0,0,Y,1
NaN,8,10,39,10,1015.2,0,0,0,0,Y,1
Bronx,11,10,39,11,1015.1,0,0,0,0,Y,32
Brooklyn,11,10,39,11,1015.1,0,0,0,0,Y,446
EWR,11,10,39,11,1015.1,0,0,0,0,Y,0
Manhattan,11,10,39,11,1015.1,0,0,0,0,Y,1153
Queens,11,10,39,11,1015.1,0,0,0,0,Y,267
Staten Island,11,10,39,11,1015.1,0,0,0,0,Y,1
NaN,11,10,39,11,1015.1,0,0,0,0,Y,2
Bronx,7,10,39,13,1015.1,0,0,0,0,Y,27
Brooklyn,7,10,39,13,1015.1,0,0,0,0,Y,423
EWR,7,10,39,13,1015.1,0,0,0,0,Y,0
Manhattan,7,10,39,13,1015.1,0,0,0,0,Y,1025
Queens,7,10,39,13,1015.1,0,0,0,0,Y,258
Staten Island,7,10,39,13,1015.1,0,0,0,0,Y,1
Bronx,0,10,39,13,1015.3,0,0,0,0,N,24
Brooklyn,0,10,39,13,1015.3,0,0,0,0,N,331
EWR,0,10,39,13,1015.3,0,0,0,0,N,0
Manhattan,0,10,39,13,1015.3,0,0,0,0,N,808
Queens,0,10,39,13,1015.3,0,0,0,0,N,220
Staten Island,0,10,39,13,1015.3,0,0,0,0,N,1
Bronx,7,10,38,15,1015.4,0,0,0,0,N,19
Brooklyn,7,10,38,15,1015.4,0,0,0,0,N,279
EWR,7,10,38,15,1015.4,0,0,0,0,N,0
Manhattan,7,10,38,15,1015.4,0,0,0,0,N,666
Queens,7,10,38,15,1015.4,0,0,0,0,N,107
Staten Island,7,10,38,15,1015.4,0,0,0,0,N,0
Bronx,9,10,38,16,1015.2,0,0,0,0,N,16
Brooklyn,9,10,38,16,1015.2,0,0,0,0,N,154
EWR,9,10,38,16,1015.2,0,0,0,0,N,0
Manhattan,9,10,38,16,1015.2,0,0,0,0,N,330
Queens,9,10,38,16,1015.2,0,0,0,0,N,50
Staten Island,9,10,38,16,1015.2,0,0,0,0,N,0
Bronx,8,10,38,16,1015.5,0,0,0,0,N,7
Brooklyn,8,10,38,16,1015.5,0,0,0,0,N,110
EWR,8,10,38,16,1015.5,0,0,0,0,N,0
Manhattan,8,10,38,16,1015.5,0,0,0,0,N,240
Queens,8,10,38,16,1015.5,0,0,0,0,N,31
Staten Island,8,10,38,16,1015.5,0,0,0,0,N,0
NaN,8,10,38,16,1015.5,0,0,0,0,N,1
Bronx,10,10,38,17,1016.4,0,0,0,0,N,10
Brooklyn,10,10,38,17,1016.4,0,0,0,0,N,109
EWR,10,10,38,17,1016.4,0,0,0,0,N,0
Manhattan,10,10,38,17,1016.4,0,0,0,0,N,241
Queens,10,10,38,17,1016.4,0,0,0,0,N,35
Staten Island,10,10,38,17,1016.4,0,0,0,0,N,0
NaN,10,10,38,17,1016.4,0,0,0,0,N,1
Bronx,10,10,37,17,1016.4,0,0,0,0,N,9
Brooklyn,10,10,37,17,1016.4,0,0,0,0,N,88
EWR,10,10,37,17,1016.4,0,0,0,0,N,0
Manhattan,10,10,37,17,1016.4,0,0,0,0,N,268
Queens,10,10,37,17,1016.4,0,0,0,0,N,49
Staten Island,10,10,37,17,1016.4,0,0,0,0,N,0
Bronx,8,10,38,15,1016.2,0,0,0,0,N,7
Brooklyn,8,10,38,15,1016.2,0,0,0,0,N,118
EWR,8,10,38,15,1016.2,0,0,0,0,N,0
Manhattan,8,10,38,15,1016.2,0,0,0,0,N,362
Queens,8,10,38,15,1016.2,0,0,0,0,N,86
Staten Island,8,10,38,15,1016.2,0,0,0,0,N,0
Bronx,8,10,37,16,1016.8,0,0,0,0,N,15
Brooklyn,8,10,37,16,1016.8,0,0,0,0,N,148
EWR,8,10,37,16,1016.8,0,0,0,0,N,0
Manhattan,8,10,37,16,1016.8,0,0,0,0,N,430
Queens,8,10,37,16,1016.8,0,0,0,0,N,97
Staten Island,8,10,37,16,1016.8,0,0,0,0,N,2
Bronx,7,10,37,16,1017.6,0,0,0,0,N,11
Brooklyn,7,10,37,16,1017.6,0,0,0,0,N,215
EWR,7,10,37,16,1017.6,0,0,0,0,N,0
Manhattan,7,10,37,16,1017.6,0,0,0,0,N,589
Queens,7,10,37,16,1017.6,0,0,0,0,N,128
Staten Island,7,10,37,16,1017.6,0,0,0,0,N,1
NaN,7,10,37,16,1017.6,0,0,0,0,N,1
Bronx,5,10,37,15,1017.7,0,0,0,0,N,10
Brooklyn,5,10,37,15,1017.7,0,0,0,0,N,289
EWR,5,10,37,15,1017.7,0,0,0,0,N,0
Manhattan,5,10,37,15,1017.7,0,0,0,0,N,843
Queens,5,10,37,15,1017.7,0,0,0,0,N,141
Staten Island,5,10,37,15,1017.7,0,0,0,0,N,0
Bronx,3,10,36,16,1018,0,0,0,0,N,21
Brooklyn,3,10,36,16,1018,0,0,0,0,N,308
EWR,3,10,36,16,1018,0,0,0,0,N,0
Manhattan,3,10,36,16,1018,0,0,0,0,N,893
Queens,3,10,36,16,1018,0,0,0,0,N,165
Staten Island,3,10,36,16,1018,0,0,0,0,N,0
NaN,3,10,36,16,1018,0,0,0,0,N,1
Bronx,8,10,36,16,1019.6,0,0,0,0,N,21
Brooklyn,8,10,36,16,1019.6,0,0,0,0,N,294
EWR,8,10,36,16,1019.6,0,0,0,0,N,0
Manhattan,8,10,36,16,1019.6,0,0,0,0,N,1002
Queens,8,10,36,16,1019.6,0,0,0,0,N,150
Staten Island,8,10,36,16,1019.6,0,0,0,0,N,0
NaN,8,10,36,16,1019.6,0,0,0,0,N,1
Bronx,5,10,36,16,1020.9,0,0,0,0,N,26
Brooklyn,5,10,36,16,1020.9,0,0,0,0,N,324
EWR,5,10,36,16,1020.9,0,0,0,0,N,0
Manhattan,5,10,36,16,1020.9,0,0,0,0,N,1219
Queens,5,10,36,16,1020.9,0,0,0,0,N,169
Staten Island,5,10,36,16,1020.9,0,0,0,0,N,0
Bronx,7,10,36,16,1021.7,0,0,0,0,N,30
Brooklyn,7,10,36,16,1021.7,0,0,0,0,N,333
EWR,7,10,36,16,1021.7,0,0,0,0,N,0
Manhattan,7,10,36,16,1021.7,0,0,0,0,N,1292
Queens,7,10,36,16,1021.7,0,0,0,0,N,156
Staten Island,7,10,36,16,1021.7,0,0,0,0,N,0
NaN,7,10,36,16,1021.7,0,0,0,0,N,1
Bronx,6,10,38,16,1022.4,0,0,0,0,N,16
Brooklyn,6,10,38,16,1022.4,0,0,0,0,N,317
EWR,6,10,38,16,1022.4,0,0,0,0,N,0
Manhattan,6,10,38,16,1022.4,0,0,0,0,N,1287
Queens,6,10,38,16,1022.4,0,0,0,0,N,176
Staten Island,6,10,38,16,1022.4,0,0,0,0,N,0
NaN,6,10,38,16,1022.4,0,0,0,0,N,1
Bronx,8,10,39,17,1023.3,0,0,0,0,N,19
Brooklyn,8,10,39,17,1023.3,0,0,0,0,N,289
EWR,8,10,39,17,1023.3,0,0,0,0,N,0
Manhattan,8,10,39,17,1023.3,0,0,0,0,N,1317
Queens,8,10,39,17,1023.3,0,0,0,0,N,278
Staten Island,8,10,39,17,1023.3,0,0,0,0,N,1
Bronx,9.5,10,41,17,1023.1,0,0,0,0,N,24
Brooklyn,9.5,10,41,17,1023.1,0,0,0,0,N,351
EWR,9.5,10,41,17,1023.1,0,0,0,0,N,0
Manhattan,9.5,10,41,17,1023.1,0,0,0,0,N,1565
Queens,9.5,10,41,17,1023.1,0,0,0,0,N,266
Staten Island,9.5,10,41,17,1023.1,0,0,0,0,N,1
NaN,9.5,10,41,17,1023.1,0,0,0,0,N,2
Bronx,11,10,40,17,1022.7,0,0,0,0,N,35
Brooklyn,11,10,40,17,1022.7,0,0,0,0,N,326
EWR,11,10,40,17,1022.7,0,0,0,0,N,0
Manhattan,11,10,40,17,1022.7,0,0,0,0,N,2030
Queens,11,10,40,17,1022.7,0,0,0,0,N,224
Staten Island,11,10,40,17,1022.7,0,0,0,0,N,0
NaN,11,10,40,17,1022.7,0,0,0,0,N,3
Bronx,10,10,41,16,1022.6,0,0,0,0,N,29
Brooklyn,10,10,41,16,1022.6,0,0,0,0,N,422
EWR,10,10,41,16,1022.6,0,0,0,0,N,0
Manhattan,10,10,41,16,1022.6,0,0,0,0,N,2081
Queens,10,10,41,16,1022.6,0,0,0,0,N,246
Staten Island,10,10,41,16,1022.6,0,0,0,0,N,6
NaN,10,10,41,16,1022.6,0,0,0,0,N,2
Bronx,9,10,42,16,1022.7,0,0,0,0,N,34
Brooklyn,9,10,42,16,1022.7,0,0,0,0,N,490
EWR,9,10,42,16,1022.7,0,0,0,0,N,0
Manhattan,9,10,42,16,1022.7,0,0,0,0,N,2370
Queens,9,10,42,16,1022.7,0,0,0,0,N,292
Staten Island,9,10,42,16,1022.7,0,0,0,0,N,0
Bronx,8.5,10,42,16,1023.8,0,0,0,0,N,36
Brooklyn,8.5,10,42,16,1023.8,0,0,0,0,N,497
EWR,8.5,10,42,16,1023.8,0,0,0,0,N,0
Manhattan,8.5,10,42,16,1023.8,0,0,0,0,N,2048
Queens,8.5,10,42,16,1023.8,0,0,0,0,N,311
Staten Island,8.5,10,42,16,1023.8,0,0,0,0,N,3
NaN,8.5,10,42,16,1023.8,0,0,0,0,N,1
Bronx,8,10,42,15,1024.4,0,0,0,0,N,29
Brooklyn,8,10,42,15,1024.4,0,0,0,0,N,480
EWR,8,10,42,15,1024.4,0,0,0,0,N,0
Manhattan,8,10,42,15,1024.4,0,0,0,0,N,1806
Queens,8,10,42,15,1024.4,0,0,0,0,N,330
Staten Island,8,10,42,15,1024.4,0,0,0,0,N,3
NaN,8,10,42,15,1024.4,0,0,0,0,N,1
Bronx,9,10,41,17,1025.1,0,0,0,0,N,44
Brooklyn,9,10,41,17,1025.1,0,0,0,0,N,484
EWR,9,10,41,17,1025.1,0,0,0,0,N,0
Manhattan,9,10,41,17,1025.1,0,0,0,0,N,1818
Queens,9,10,41,17,1025.1,0,0,0,0,N,329
Staten Island,9,10,41,17,1025.1,0,0,0,0,N,3
NaN,9,10,41,17,1025.1,0,0,0,0,N,3
Bronx,7,10,40,16,1026.1,0,0,0,0,N,53
Brooklyn,7,10,40,16,1026.1,0,0,0,0,N,555
EWR,7,10,40,16,1026.1,0,0,0,0,N,0
Manhattan,7,10,40,16,1026.1,0,0,0,0,N,1918
Queens,7,10,40,16,1026.1,0,0,0,0,N,310
Staten Island,7,10,40,16,1026.1,0,0,0,0,N,1
NaN,7,10,40,16,1026.1,0,0,0,0,N,2
Bronx,10,10,40,17,1027.3,0,0,0,0,N,44
Brooklyn,10,10,40,17,1027.3,0,0,0,0,N,572
EWR,10,10,40,17,1027.3,0,0,0,0,N,0
Manhattan,10,10,40,17,1027.3,0,0,0,0,N,1685
Queens,10,10,40,17,1027.3,0,0,0,0,N,283
Staten Island,10,10,40,17,1027.3,0,0,0,0,N,2
NaN,10,10,40,17,1027.3,0,0,0,0,N,2
Bronx,6,10,38,18,1028.2,0,0,0.0075,0,N,27
Brooklyn,6,10,38,18,1028.2,0,0,0.0075,0,N,495
EWR,6,10,38,18,1028.2,0,0,0.0075,0,N,0
Manhattan,6,10,38,18,1028.2,0,0,0.0075,0,N,1263
Queens,6,10,38,18,1028.2,0,0,0.0075,0,N,170
Staten Island,6,10,38,18,1028.2,0,0,0.0075,0,N,0
NaN,6,10,38,18,1028.2,0,0,0.0075,0,N,2
Bronx,5,10,38,18,1029.1,0,0,0.030833333,0,N,30
Brooklyn,5,10,38,18,1029.1,0,0,0.030833333,0,N,346
EWR,5,10,38,18,1029.1,0,0,0.030833333,0,N,0
Manhattan,5,10,38,18,1029.1,0,0,0.030833333,0,N,969
Queens,5,10,38,18,1029.1,0,0,0.030833333,0,N,106
Staten Island,5,10,38,18,1029.1,0,0,0.030833333,0,N,3
NaN,5,10,38,18,1029.1,0,0,0.030833333,0,N,3
Bronx,5,10,37,18,1029.9,0,0,0.083333333,0,N,14
Brooklyn,5,10,37,18,1029.9,0,0,0.083333333,0,N,235
EWR,5,10,37,18,1029.9,0,0,0.083333333,0,N,0
Manhattan,5,10,37,18,1029.9,0,0,0.083333333,0,N,763
Queens,5,10,37,18,1029.9,0,0,0.083333333,0,N,97
Staten Island,5,10,37,18,1029.9,0,0,0.083333333,0,N,0
NaN,5,10,37,18,1029.9,0,0,0.083333333,0,N,2
Bronx,3,10,36,19,1030.6,0,0,0.143333333,0,N,20
Brooklyn,3,10,36,19,1030.6,0,0,0.143333333,0,N,210
EWR,3,10,36,19,1030.6,0,0,0.143333333,0,N,0
Manhattan,3,10,36,19,1030.6,0,0,0.143333333,0,N,622
Queens,3,10,36,19,1030.6,0,0,0.143333333,0,N,77
Staten Island,3,10,36,19,1030.6,0,0,0.143333333,0,N,0
Bronx,5,10,35,20,1031.3,0,0,0,0,N,14
Brooklyn,5,10,35,20,1031.3,0,0,0,0,N,126
EWR,5,10,35,20,1031.3,0,0,0,0,N,0
Manhattan,5,10,35,20,1031.3,0,0,0,0,N,384
Queens,5,10,35,20,1031.3,0,0,0,0,N,77
Staten Island,5,10,35,20,1031.3,0,0,0,0,N,1
Bronx,7,10,35,18,1031.5,0,0,0.180833333,0,N,15
Brooklyn,7,10,35,18,1031.5,0,0,0.180833333,0,N,115
EWR,7,10,35,18,1031.5,0,0,0.180833333,0,N,0
Manhattan,7,10,35,18,1031.5,0,0,0.180833333,0,N,326
Queens,7,10,35,18,1031.5,0,0,0.180833333,0,N,112
Staten Island,7,10,35,18,1031.5,0,0,0.180833333,0,N,0
NaN,7,10,35,18,1031.5,0,0,0.180833333,0,N,2
Bronx,0,10,34,18,1031.8,0,0,0.255833333,0,N,12
Brooklyn,0,10,34,18,1031.8,0,0,0.255833333,0,N,104
EWR,0,10,34,18,1031.8,0,0,0.255833333,0,N,0
Manhattan,0,10,34,18,1031.8,0,0,0.255833333,0,N,310
Queens,0,10,34,18,1031.8,0,0,0.255833333,0,N,125
Staten Island,0,10,34,18,1031.8,0,0,0.255833333,0,N,0
Bronx,6,10,35,16,1032.5,0,0,0.319166667,0,N,14
Brooklyn,6,10,35,16,1032.5,0,0,0.319166667,0,N,128
EWR,6,10,35,16,1032.5,0,0,0.319166667,0,N,0
Manhattan,6,10,35,16,1032.5,0,0,0.319166667,0,N,312
Queens,6,10,35,16,1032.5,0,0,0.319166667,0,N,124
Staten Island,6,10,35,16,1032.5,0,0,0.319166667,0,N,0
Bronx,7,10,35,17,1033.3,0,0,0.414166667,0,N,14
Brooklyn,7,10,35,17,1033.3,0,0,0.414166667,0,N,198
EWR,7,10,35,17,1033.3,0,0,0.414166667,0,N,0
Manhattan,7,10,35,17,1033.3,0,0,0.414166667,0,N,527
Queens,7,10,35,17,1033.3,0,0,0.414166667,0,N,160
Staten Island,7,10,35,17,1033.3,0,0,0.414166667,0,N,0
Bronx,6,10,34,18,1033.9,0,0,0.426666667,0,N,13
Brooklyn,6,10,34,18,1033.9,0,0,0.426666667,0,N,274
EWR,6,10,34,18,1033.9,0,0,0.426666667,0,N,0
Manhattan,6,10,34,18,1033.9,0,0,0.426666667,0,N,717
Queens,6,10,34,18,1033.9,0,0,0.426666667,0,N,127
Staten Island,6,10,34,18,1033.9,0,0,0.426666667,0,N,0
NaN,6,10,34,18,1033.9,0,0,0.426666667,0,N,3
Bronx,6,10,34,20,1034.6,0,0,0.47,0,N,18
Brooklyn,6,10,34,20,1034.6,0,0,0.47,0,N,363
EWR,6,10,34,20,1034.6,0,0,0.47,0,N,0
Manhattan,6,10,34,20,1034.6,0,0,0.47,0,N,1069
Queens,6,10,34,20,1034.6,0,0,0.47,0,N,199
Staten Island,6,10,34,20,1034.6,0,0,0.47,0,N,1
Bronx,6,10,34,20,1034.9,0,0,0.49,0,N,24
Brooklyn,6,10,34,20,1034.9,0,0,0.49,0,N,437
EWR,6,10,34,20,1034.9,0,0,0.49,0,N,0
Manhattan,6,10,34,20,1034.9,0,0,0.49,0,N,1309
Queens,6,10,34,20,1034.9,0,0,0.49,0,N,183
Staten Island,6,10,34,20,1034.9,0,0,0.49,0,N,0
NaN,6,10,34,20,1034.9,0,0,0.49,0,N,1
Bronx,9,10,34,20,1035.1,0,0.0075,0.535,0,N,27
Brooklyn,9,10,34,20,1035.1,0,0.0075,0.535,0,N,425
EWR,9,10,34,20,1035.1,0,0.0075,0.535,0,N,0
Manhattan,9,10,34,20,1035.1,0,0.0075,0.535,0,N,1865
Queens,9,10,34,20,1035.1,0,0.0075,0.535,0,N,230
Staten Island,9,10,34,20,1035.1,0,0.0075,0.535,0,N,0
NaN,9,10,34,20,1035.1,0,0.0075,0.535,0,N,2
Bronx,7,10,35,18,1035.6,0,0.030833333,0.685,0,N,36
Brooklyn,7,10,35,18,1035.6,0,0.030833333,0.685,0,N,495
EWR,7,10,35,18,1035.6,0,0.030833333,0.685,0,N,0
Manhattan,7,10,35,18,1035.6,0,0.030833333,0.685,0,N,2182
Queens,7,10,35,18,1035.6,0,0.030833333,0.685,0,N,267
Staten Island,7,10,35,18,1035.6,0,0.030833333,0.685,0,N,1
Bronx,5.5,10,36.5,18.5,1035.7,0,0.083333333,0.693,0,N,37
Brooklyn,5.5,10,36.5,18.5,1035.7,0,0.083333333,0.693,0,N,541
EWR,5.5,10,36.5,18.5,1035.7,0,0.083333333,0.693,0,N,0
Manhattan,5.5,10,36.5,18.5,1035.7,0,0.083333333,0.693,0,N,2303
Queens,5.5,10,36.5,18.5,1035.7,0,0.083333333,0.693,0,N,329
Staten Island,5.5,10,36.5,18.5,1035.7,0,0.083333333,0.693,0,N,0
NaN,5.5,10,36.5,18.5,1035.7,0,0.083333333,0.693,0,N,1
Bronx,9,10,37,19,1034.3,0,0.143333333,0.703,0,N,32
Brooklyn,9,10,37,19,1034.3,0,0.143333333,0.703,0,N,589
EWR,9,10,37,19,1034.3,0,0.143333333,0.703,0,N,0
Manhattan,9,10,37,19,1034.3,0,0.143333333,0.703,0,N,2465
Queens,9,10,37,19,1034.3,0,0.143333333,0.703,0,N,352
Staten Island,9,10,37,19,1034.3,0,0.143333333,0.703,0,N,1
Bronx,7,5.9,38,23,1033.6,0,0.180833333,0.703,0,N,37
Brooklyn,7,5.9,38,23,1033.6,0,0.180833333,0.703,0,N,623
EWR,7,5.9,38,23,1033.6,0,0.180833333,0.703,0,N,0
Manhattan,7,5.9,38,23,1033.6,0,0.180833333,0.703,0,N,3375
Queens,7,5.9,38,23,1033.6,0,0.180833333,0.703,0,N,306
Staten Island,7,5.9,38,23,1033.6,0,0.180833333,0.703,0,N,2
NaN,7,5.9,38,23,1033.6,0,0.180833333,0.703,0,N,1
Bronx,7.8,2.22,35.6,29,1032.7,0.0075,0.01,0.703,0,N,40
Brooklyn,7.8,2.22,35.6,29,1032.7,0.0075,0.01,0.703,0,N,795
EWR,7.8,2.22,35.6,29,1032.7,0.0075,0.01,0.703,0,N,0
Manhattan,7.8,2.22,35.6,29,1032.7,0.0075,0.01,0.703,0,N,3550
Queens,7.8,2.22,35.6,29,1032.7,0.0075,0.01,0.703,0,N,414
Staten Island,7.8,2.22,35.6,29,1032.7,0.0075,0.01,0.703,0,N,5
NaN,7.8,2.22,35.6,29,1032.7,0.0075,0.01,0.703,0,N,3
