borough,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,pickups
Staten Island,6,10,29,16,1006.9,0,0.058333333,0,10.625,N,0
Bronx,7,10,28,12,1006.7,0,0.063333333,0,10.5625,N,9
Brooklyn,7,10,28,12,1006.7,0,0.063333333,0,10.5625,N,102
EWR,7,10,28,12,1006.7,0,0.063333333,0,10.5625,N,0
Manhattan,7,10,28,12,1006.7,0,0.063333333,0,10.5625,N,375
Queens,7,10,28,12,1006.7,0,0.063333333,0,10.5625,N,31
Staten Island,7,10,28,12,1006.7,0,0.063333333,0,10.5625,N,0
Bronx,11,10,27,10,1006.3,0,0.083333333,0,10.5,N,12
Brooklyn,11,10,27,10,1006.3,0,0.083333333,0,10.5,N,174
EWR,11,10,27,10,1006.3,0,0.083333333,0,10.5,N,0
Manhattan,11,10,27,10,1006.3,0,0.083333333,0,10.5,N,521
Queens,11,10,27,10,1006.3,0,0.083333333,0,10.5,N,101
Staten Island,11,10,27,10,1006.3,0,0.083333333,0,10.5,N,1
Bronx,10,10,25,11,1006,0,0,0,10.4375,N,17
Brooklyn,10,10,25,11,1006,0,0,0,10.4375,N,261
EWR,10,10,25,11,1006,0,0,0,10.4375,N,0
Manhattan,10,10,25,11,1006,0,0,0,10.4375,N,877
Queens,10,10,25,11,1006,0,0,0,10.4375,N,181
Staten Island,10,10,25,11,1006,0,0,0,10.4375,N,3
NaN,10,10,25,11,1006,0,0,0,10.4375,N,1
Bronx,11,10,22,7,1006.2,0,0.081666667,0,10.375,N,48
Brooklyn,11,10,22,7,1006.2,0,0.081666667,0,10.375,N,399
EWR,11,10,22,7,1006.2,0,0.081666667,0,10.375,N,0
Manhattan,11,10,22,7,1006.2,0,0.081666667,0,10.375,N,1906
Queens,11,10,22,7,1006.2,0,0.081666667,0,10.375,N,183
Staten Island,11,10,22,7,1006.2,0,0.081666667,0,10.375,N,1
NaN,11,10,22,7,1006.2,0,0.081666667,0,10.375,N,6
Bronx,14,10,20,4,1006.5,0,0.068333333,0,10.3125,N,58
Brooklyn,14,10,20,4,1006.5,0,0.068333333,0,10.3125,N,536
EWR,14,10,20,4,1006.5,0,0.068333333,0,10.3125,N,0
Manhattan,14,10,20,4,1006.5,0,0.068333333,0,10.3125,N,3093
Queens,14,10,20,4,1006.5,0,0.068333333,0,10.3125,N,291
Staten Island,14,10,20,4,1006.5,0,0.068333333,0,10.3125,N,2
NaN,14,10,20,4,1006.5,0,0.068333333,0,10.3125,N,1
Bronx,9,10,19,2,1006.6,0,0.038333333,0,10.25,N,57
Brooklyn,9,10,19,2,1006.6,0,0.038333333,0,10.25,N,488
EWR,9,10,19,2,1006.6,0,0.038333333,0,10.25,N,0
Manhattan,9,10,19,2,1006.6,0,0.038333333,0,10.25,N,3384
Queens,9,10,19,2,1006.6,0,0.038333333,0,10.25,N,269
Staten Island,9,10,19,2,1006.6,0,0.038333333,0,10.25,N,5
Bronx,10,10,18,2,1006.6,0,0.031666667,0,10.1875,N,43
Brooklyn,10,10,18,2,1006.6,0,0.031666667,0,10.1875,N,475
EWR,10,10,18,2,1006.6,0,0.031666667,0,10.1875,N,0
Manhattan,10,10,18,2,1006.6,0,0.031666667,0,10.1875,N,2661
Queens,10,10,18,2,1006.6,0,0.031666667,0,10.1875,N,196
Staten Island,10,10,18,2,1006.6,0,0.031666667,0,10.1875,N,0
Bronx,11,10,17,0,1006.9,0,0.026666667,0,10.125,N,49
Brooklyn,11,10,17,0,1006.9,0,0.026666667,0,10.125,N,368
EWR,11,10,17,0,1006.9,0,0.026666667,0,10.125,N,0
Manhattan,11,10,17,0,1006.9,0,0.026666667,0,10.125,N,2293
Queens,11,10,17,0,1006.9,0,0.026666667,0,10.125,N,208
Staten Island,11,10,17,0,1006.9,0,0.026666667,0,10.125,N,0
NaN,11,10,17,0,1006.9,0,0.026666667,0,10.125,N,1
Bronx,15,10,15,-2,1007.4,0,0.006666667,0,10.0625,N,57
Brooklyn,15,10,15,-2,1007.4,0,0.006666667,0,10.0625,N,349
EWR,15,10,15,-2,1007.4,0,0.006666667,0,10.0625,N,0
Manhattan,15,10,15,-2,1007.4,0,0.006666667,0,10.0625,N,2335
Queens,15,10,15,-2,1007.4,0,0.006666667,0,10.0625,N,215
Staten Island,15,10,15,-2,1007.4,0,0.006666667,0,10.0625,N,2
NaN,15,10,15,-2,1007.4,0,0.006666667,0,10.0625,N,1
Bronx,13,10,16,-1,1007.9,0,0.003333333,0,10,N,45
Brooklyn,13,10,16,-1,1007.9,0,0.003333333,0,10,N,325
EWR,13,10,16,-1,1007.9,0,0.003333333,0,10,N,0
Manhattan,13,10,16,-1,1007.9,0,0.003333333,0,10,N,2257
Queens,13,10,16,-1,1007.9,0,0.003333333,0,10,N,220
Staten Island,13,10,16,-1,1007.9,0,0.003333333,0,10,N,2
NaN,13,10,16,-1,1007.9,0,0.003333333,0,10,N,1
Bronx,10,10,17,0,1008,0,0,0,9.9375,N,59
Brooklyn,10,10,17,0,1008,0,0,0,9.9375,N,340
EWR,10,10,17,0,1008,0,0,0,9.9375,N,1
Manhattan,10,10,17,0,1008,0,0,0,9.9375,N,2338
Queens,10,10,17,0,1008,0,0,0,9.9375,N,243
Staten Island,10,10,17,0,1008,0,0,0,9.9375,N,0
NaN,10,10,17,0,1008,0,0,0,9.9375,N,2
Bronx,9,10,18,3,1008.1,0,0,0,9.875,N,63
Brooklyn,9,10,18,3,1008.1,0,0,0,9.875,N,359
EWR,9,10,18,3,1008.1,0,0,0,9.875,N,0
Manhattan,9,10,18,3,1008.1,0,0,0,9.875,N,2749
Queens,9,10,18,3,1008.1,0,0,0,9.875,N,343
Staten Island,9,10,18,3,1008.1,0,0,0,9.875,N,4
NaN,9,10,18,3,1008.1,0,0,0,9.875,N,1
Bronx,13,10,20,0,1008.3,0,0,0,9.8125,N,87
Brooklyn,13,10,20,0,1008.3,0,0,0,9.8125,N,397
EWR,13,10,20,0,1008.3,0,0,0,9.8125,N,0
Manhattan,13,10,20,0,1008.3,0,0,0,9.8125,N,3294
Queens,13,10,20,0,1008.3,0,0,0,9.8125,N,296
Staten Island,13,10,20,0,1008.3,0,0,0,9.8125,N,0
NaN,13,10,20,0,1008.3,0,0,0,9.8125,N,1
Bronx,6,10,21,-2,1008.5,0,0,0.005,9.75,N,75
Brooklyn,6,10,21,-2,1008.5,0,0,0.005,9.75,N,484
EWR,6,10,21,-2,1008.5,0,0,0.005,9.75,N,0
Manhattan,6,10,21,-2,1008.5,0,0,0.005,9.75,N,4265
Queens,6,10,21,-2,1008.5,0,0,0.005,9.75,N,331
Staten Island,6,10,21,-2,1008.5,0,0,0.005,9.75,N,2
NaN,6,10,21,-2,1008.5,0,0,0.005,9.75,N,1
Bronx,15,10,20,-5,1008.3,0,0,0.021666667,9.6875,N,67
Brooklyn,15,10,20,-5,1008.3,0,0,0.021666667,9.6875,N,620
EWR,15,10,20,-5,1008.3,0,0,0.021666667,9.6875,N,0
Manhattan,15,10,20,-5,1008.3,0,0,0.021666667,9.6875,N,5311
Queens,15,10,20,-5,1008.3,0,0,0.021666667,9.6875,N,408
Staten Island,15,10,20,-5,1008.3,0,0,0.021666667,9.6875,N,2
NaN,15,10,20,-5,1008.3,0,0,0.021666667,9.6875,N,2
Bronx,14.5,10,22,-6,1008.3,0,0,0.051666667,9.625,N,62
Brooklyn,14.5,10,22,-6,1008.3,0,0,0.051666667,9.625,N,721
EWR,14.5,10,22,-6,1008.3,0,0,0.051666667,9.625,N,0
Manhattan,14.5,10,22,-6,1008.3,0,0,0.051666667,9.625,N,6392
Queens,14.5,10,22,-6,1008.3,0,0,0.051666667,9.625,N,375
Staten Island,14.5,10,22,-6,1008.3,0,0,0.051666667,9.625,N,2
NaN,14.5,10,22,-6,1008.3,0,0,0.051666667,9.625,N,4
Bronx,14,10,21,-10,1008.7,0,0,0.058333333,9.5625,N,71
Brooklyn,14,10,21,-10,1008.7,0,0,0.058333333,9.5625,N,816
EWR,14,10,21,-10,1008.7,0,0,0.058333333,9.5625,N,0
Manhattan,14,10,21,-10,1008.7,0,0,0.058333333,9.5625,N,6326
Queens,14,10,21,-10,1008.7,0,0,0.058333333,9.5625,N,550
Staten Island,14,10,21,-10,1008.7,0,0,0.058333333,9.5625,N,0
NaN,14,10,21,-10,1008.7,0,0,0.058333333,9.5625,N,2
Bronx,7,10,21,-9,1009.5,0,0,0.063333333,9.5,N,76
Brooklyn,7,10,21,-9,1009.5,0,0,0.063333333,9.5,N,878
EWR,7,10,21,-9,1009.5,0,0,0.063333333,9.5,N,0
Manhattan,7,10,21,-9,1009.5,0,0,0.063333333,9.5,N,5948
Queens,7,10,21,-9,1009.5,0,0,0.063333333,9.5,N,483
Staten Island,7,10,21,-9,1009.5,0,0,0.063333333,9.5,N,2
NaN,7,10,21,-9,1009.5,0,0,0.063333333,9.5,N,2
Bronx,16,10,18,-9,1010.8,0,0,0.083333333,9.4375,N,58
Brooklyn,16,10,18,-9,1010.8,0,0,0.083333333,9.4375,N,794
EWR,16,10,18,-9,1010.8,0,0,0.083333333,9.4375,N,0
Manhattan,16,10,18,-9,1010.8,0,0,0.083333333,9.4375,N,5728
Queens,16,10,18,-9,1010.8,0,0,0.083333333,9.4375,N,512
Staten Island,16,10,18,-9,1010.8,0,0,0.083333333,9.4375,N,1
NaN,16,10,18,-9,1010.8,0,0,0.083333333,9.4375,N,3
Bronx,15,10,16,-6,1012,0,0,0.086666667,9.375,N,47
Brooklyn,15,10,16,-6,1012,0,0,0.086666667,9.375,N,807
EWR,15,10,16,-6,1012,0,0,0.086666667,9.375,N,0
Manhattan,15,10,16,-6,1012,0,0,0.086666667,9.375,N,4869
Queens,15,10,16,-6,1012,0,0,0.086666667,9.375,N,409
Staten Island,15,10,16,-6,1012,0,0,0.086666667,9.375,N,2
NaN,15,10,16,-6,1012,0,0,0.086666667,9.375,N,1
Bronx,14,10,15,-3,1013.4,0,0,0.09,9.3125,N,37
Brooklyn,14,10,15,-3,1013.4,0,0,0.09,9.3125,N,683
EWR,14,10,15,-3,1013.4,0,0,0.09,9.3125,N,0
Manhattan,14,10,15,-3,1013.4,0,0,0.09,9.3125,N,3356
Queens,14,10,15,-3,1013.4,0,0,0.09,9.3125,N,406
Staten Island,14,10,15,-3,1013.4,0,0,0.09,9.3125,N,0
Bronx,8,10,14,-6,1014.1,0,0,0.09,9.25,N,29
Brooklyn,8,10,14,-6,1014.1,0,0,0.09,9.25,N,396
EWR,8,10,14,-6,1014.1,0,0,0.09,9.25,N,0
Manhattan,8,10,14,-6,1014.1,0,0,0.09,9.25,N,1719
Queens,8,10,14,-6,1014.1,0,0,0.09,9.25,N,207
Staten Island,8,10,14,-6,1014.1,0,0,0.09,9.25,N,0
NaN,8,10,14,-6,1014.1,0,0,0.09,9.25,N,1
Bronx,13,10,13,-9,1014.8,0,0,0.09,9.1875,N,18
Brooklyn,13,10,13,-9,1014.8,0,0,0.09,9.1875,N,215
EWR,13,10,13,-9,1014.8,0,0,0.09,9.1875,N,0
Manhattan,13,10,13,-9,1014.8,0,0,0.09,9.1875,N,1038
Queens,13,10,13,-9,1014.8,0,0,0.09,9.1875,N,76
Staten Island,13,10,13,-9,1014.8,0,0,0.09,9.1875,N,1
Bronx,14,10,11,-11,1015.5,0,0,0.09,9.125,N,14
Brooklyn,14,10,11,-11,1015.5,0,0,0.09,9.125,N,157
EWR,14,10,11,-11,1015.5,0,0,0.09,9.125,N,0
Manhattan,14,10,11,-11,1015.5,0,0,0.09,9.125,N,598
Queens,14,10,11,-11,1015.5,0,0,0.09,9.125,N,56
Staten Island,14,10,11,-11,1015.5,0,0,0.09,9.125,N,0
Bronx,10,10,10,-8,1015.8,0,0,0.09,9.0625,N,11
Brooklyn,10,10,10,-8,1015.8,0,0,0.09,9.0625,N,160
EWR,10,10,10,-8,1015.8,0,0,0.09,9.0625,N,0
Manhattan,10,10,10,-8,1015.8,0,0,0.09,9.0625,N,541
Queens,10,10,10,-8,1015.8,0,0,0.09,9.0625,N,60
Staten Island,10,10,10,-8,1015.8,0,0,0.09,9.0625,N,0
NaN,10,10,10,-8,1015.8,0,0,0.09,9.0625,N,1
Bronx,8,10,8,-13,1016.3,0,0,0,9,N,15
Brooklyn,8,10,8,-13,1016.3,0,0,0,9,N,202
EWR,8,10,8,-13,1016.3,0,0,0,9,N,0
Manhattan,8,10,8,-13,1016.3,0,0,0,9,N,594
Queens,8,10,8,-13,1016.3,0,0,0,9,N,114
Staten Island,8,10,8,-13,1016.3,0,0,0,9,N,1
NaN,8,10,8,-13,1016.3,0,0,0,9,N,1
Bronx,13,10,6,-15,1016.8,0,0,0.09,9,N,38
Brooklyn,13,10,6,-15,1016.8,0,0,0.09,9,N,309
EWR,13,10,6,-15,1016.8,0,0,0.09,9,N,0
Manhattan,13,10,6,-15,1016.8,0,0,0.09,9,N,1020
Queens,13,10,6,-15,1016.8,0,0,0.09,9,N,203
Staten Island,13,10,6,-15,1016.8,0,0,0.09,9,N,0
NaN,13,10,6,-15,1016.8,0,0,0.09,9,N,1
Bronx,10,10,5,-16,1017.1,0,0,0.09,9,N,58
Brooklyn,10,10,5,-16,1017.1,0,0,0.09,9,N,510
EWR,10,10,5,-16,1017.1,0,0,0.09,9,N,0
Manhattan,10,10,5,-16,1017.1,0,0,0.09,9,N,2102
Queens,10,10,5,-16,1017.1,0,0,0.09,9,N,271
Staten Island,10,10,5,-16,1017.1,0,0,0.09,9,N,1
NaN,10,10,5,-16,1017.1,0,0,0.09,9,N,5
Bronx,14,10,4,-15,1017.5,0,0,0.09,9,N,68
Brooklyn,14,10,4,-15,1017.5,0,0,0.09,9,N,589
EWR,14,10,4,-15,1017.5,0,0,0.09,9,N,0
Manhattan,14,10,4,-15,1017.5,0,0,0.09,9,N,3498
Queens,14,10,4,-15,1017.5,0,0,0.09,9,N,357
Staten Island,14,10,4,-15,1017.5,0,0,0.09,9,N,0
NaN,14,10,4,-15,1017.5,0,0,0.09,9,N,4
Bronx,14,10,3,-15,1018,0,0,0.09,9,N,69
Brooklyn,14,10,3,-15,1018,0,0,0.09,9,N,669
EWR,14,10,3,-15,1018,0,0,0.09,9,N,0
Manhattan,14,10,3,-15,1018,0,0,0.09,9,N,3985
Queens,14,10,3,-15,1018,0,0,0.09,9,N,324
Staten Island,14,10,3,-15,1018,0,0,0.09,9,N,2
NaN,14,10,3,-15,1018,0,0,0.09,9,N,3
Bronx,11,10,3,-16,1018.9,0,0,0.09,9,N,47
Brooklyn,11,10,3,-16,1018.9,0,0,0.09,9,N,601
EWR,11,10,3,-16,1018.9,0,0,0.09,9,N,0
Manhattan,11,10,3,-16,1018.9,0,0,0.09,9,N,3334
Queens,11,10,3,-16,1018.9,0,0,0.09,9,N,255
Staten Island,11,10,3,-16,1018.9,0,0,0.09,9,N,1
NaN,11,10,3,-16,1018.9,0,0,0.09,9,N,1
Bronx,8,10,2,-16,1019.7,0,0,0.09,9,N,40
Brooklyn,8,10,2,-16,1019.7,0,0,0.09,9,N,455
EWR,8,10,2,-16,1019.7,0,0,0.09,9,N,0
Manhattan,8,10,2,-16,1019.7,0,0,0.09,9,N,2700
Queens,8,10,2,-16,1019.7,0,0,0.09,9,N,255
Staten Island,8,10,2,-16,1019.7,0,0,0.09,9,N,2
NaN,8,10,2,-16,1019.7,0,0,0.09,9,N,1
Bronx,7,10,2,-16,1020.3,0,0,0.09,9,N,43
Brooklyn,7,10,2,-16,1020.3,0,0,0.09,9,N,408
EWR,7,10,2,-16,1020.3,0,0,0.09,9,N,0
Manhattan,7,10,2,-16,1020.3,0,0,0.09,9,N,2714
Queens,7,10,2,-16,1020.3,0,0,0.09,9,N,220
Staten Island,7,10,2,-16,1020.3,0,0,0.09,9,N,1
NaN,7,10,2,-16,1020.3,0,0,0.09,9,N,1
Bronx,13,10,2,-16,1021.6,0,0,0.09,9,N,51
Brooklyn,13,10,2,-16,1021.6,0,0,0.09,9,N,367
EWR,13,10,2,-16,1021.6,0,0,0.09,9,N,0
Manhattan,13,10,2,-16,1021.6,0,0,0.09,9,N,2628
Queens,13,10,2,-16,1021.6,0,0,0.09,9,N,238
Staten Island,13,10,2,-16,1021.6,0,0,0.09,9,N,1
Bronx,14,10,4,-15,1022.2,0,0,0.09,9,N,55
Brooklyn,14,10,4,-15,1022.2,0,0,0.09,9,N,380
EWR,14,10,4,-15,1022.2,0,0,0.09,9,N,0
Manhattan,14,10,4,-15,1022.2,0,0,0.09,9,N,2840
Queens,14,10,4,-15,1022.2,0,0,0.09,9,N,290
Staten Island,14,10,4,-15,1022.2,0,0,0.09,9,N,3
Bronx,14,10,6,-13,1022.5,0,0,0.09,9,N,58
Brooklyn,14,10,6,-13,1022.5,0,0,0.09,9,N,423
EWR,14,10,6,-13,1022.5,0,0,0.09,9,N,0
Manhattan,14,10,6,-13,1022.5,0,0,0.09,9,N,3120
Queens,14,10,6,-13,1022.5,0,0,0.09,9,N,377
Staten Island,14,10,6,-13,1022.5,0,0,0.09,9,N,4
Bronx,16,10,9,-11,1023.5,0,0,0.09,9,N,65
Brooklyn,16,10,9,-11,1023.5,0,0,0.09,9,N,456
EWR,16,10,9,-11,1023.5,0,0,0.09,9,N,0
Manhattan,16,10,9,-11,1023.5,0,0,0.09,9,N,3693
Queens,16,10,9,-11,1023.5,0,0,0.09,9,N,402
Staten Island,16,10,9,-11,1023.5,0,0,0.09,9,N,2
NaN,16,10,9,-11,1023.5,0,0,0.09,9,N,2
Bronx,14,10,13,-10,1024,0,0,0.09,9,N,73
Brooklyn,14,10,13,-10,1024,0,0,0.09,9,N,535
EWR,14,10,13,-10,1024,0,0,0.09,9,N,0
Manhattan,14,10,13,-10,1024,0,0,0.09,9,N,4694
Queens,14,10,13,-10,1024,0,0,0.09,9,N,402
Staten Island,14,10,13,-10,1024,0,0,0.09,9,N,4
Bronx,13,10,16,-8,1024.4,0,0,0.085,9,N,83
Brooklyn,13,10,16,-8,1024.4,0,0,0.085,9,N,642
EWR,13,10,16,-8,1024.4,0,0,0.085,9,N,0
Manhattan,13,10,16,-8,1024.4,0,0,0.085,9,N,5619
Queens,13,10,16,-8,1024.4,0,0,0.085,9,N,421
Staten Island,13,10,16,-8,1024.4,0,0,0.085,9,N,1
NaN,13,10,16,-8,1024.4,0,0,0.085,9,N,1
Bronx,11,10,17,-7,1024.8,0,0,0.068333333,9,N,76
Brooklyn,11,10,17,-7,1024.8,0,0,0.068333333,9,N,798
EWR,11,10,17,-7,1024.8,0,0,0.068333333,9,N,0
Manhattan,11,10,17,-7,1024.8,0,0,0.068333333,9,N,6842
Queens,11,10,17,-7,1024.8,0,0,0.068333333,9,N,445
Staten Island,11,10,17,-7,1024.8,0,0,0.068333333,9,N,0
NaN,11,10,17,-7,1024.8,0,0,0.068333333,9,N,4
Bronx,14,10,19,-6,1025.6,0,0,0.038333333,9,N,90
Brooklyn,14,10,19,-6,1025.6,0,0,0.038333333,9,N,1032
EWR,14,10,19,-6,1025.6,0,0,0.038333333,9,N,0
Manhattan,14,10,19,-6,1025.6,0,0,0.038333333,9,N,6678
Queens,14,10,19,-6,1025.6,0,0,0.038333333,9,N,523
Staten Island,14,10,19,-6,1025.6,0,0,0.038333333,9,N,1
NaN,14,10,19,-6,1025.6,0,0,0.038333333,9,N,6
Bronx,5,10,19,-6,1026.3,0,0,0.031666667,9,N,68
Brooklyn,5,10,19,-6,1026.3,0,0,0.031666667,9,N,1015
EWR,5,10,19,-6,1026.3,0,0,0.031666667,9,N,0
Manhattan,5,10,19,-6,1026.3,0,0,0.031666667,9,N,5872
Queens,5,10,19,-6,1026.3,0,0,0.031666667,9,N,474
Staten Island,5,10,19,-6,1026.3,0,0,0.031666667,9,N,2
NaN,5,10,19,-6,1026.3,0,0,0.031666667,9,N,4
Bronx,7,10,19,-6,1027.3,0,0,0.026666667,9,N,64
Brooklyn,7,10,19,-6,1027.3,0,0,0.026666667,9,N,1027
EWR,7,10,19,-6,1027.3,0,0,0.026666667,9,N,0
Manhattan,7,10,19,-6,1027.3,0,0,0.026666667,9,N,5547
Queens,7,10,19,-6,1027.3,0,0,0.026666667,9,N,466
Staten Island,7,10,19,-6,1027.3,0,0,0.026666667,9,N,1
Bronx,8,10,18,-7,1028.6,0,0,0.006666667,9,N,59
Brooklyn,8,10,18,-7,1028.6,0,0,0.006666667,9,N,1120
EWR,8,10,18,-7,1028.6,0,0,0.006666667,9,N,0
Manhattan,8,10,18,-7,1028.6,0,0,0.006666667,9,N,5522
Queens,8,10,18,-7,1028.6,0,0,0.006666667,9,N,462
Staten Island,8,10,18,-7,1028.6,0,0,0.006666667,9,N,5
Bronx,9,10,17,-5,1029.6,0,0,0.003333333,9,N,42
Brooklyn,9,10,17,-5,1029.6,0,0,0.003333333,9,N,1110
EWR,9,10,17,-5,1029.6,0,0,0.003333333,9,N,0
Manhattan,9,10,17,-5,1029.6,0,0,0.003333333,9,N,4886
Queens,9,10,17,-5,1029.6,0,0,0.003333333,9,N,407
Staten Island,9,10,17,-5,1029.6,0,0,0.003333333,9,N,1
Bronx,6,10,16,-6,1030.1,0,0,0,9,N,75
Brooklyn,6,10,16,-6,1030.1,0,0,0,9,N,893
EWR,6,10,16,-6,1030.1,0,0,0,9,N,0
Manhattan,6,10,16,-6,1030.1,0,0,0,9,N,3465
Queens,6,10,16,-6,1030.1,0,0,0,9,N,328
Staten Island,6,10,16,-6,1030.1,0,0,0,9,N,1
NaN,6,10,16,-6,1030.1,0,0,0,9,N,1
Bronx,6,10,15,-5,1030.9,0,0,0,9,N,37
Brooklyn,6,10,15,-5,1030.9,0,0,0,9,N,718
EWR,6,10,15,-5,1030.9,0,0,0,9,N,0
Manhattan,6,10,15,-5,1030.9,0,0,0,9,N,2264
Queens,6,10,15,-5,1030.9,0,0,0,9,N,178
Staten Island,6,10,15,-5,1030.9,0,0,0,9,N,0
NaN,6,10,15,-5,1030.9,0,0,0,9,N,3
Bronx,9,10,15,-5,1031.5,0,0,0,9,N,30
Brooklyn,9,10,15,-5,1031.5,0,0,0,9,N,463
EWR,9,10,15,-5,1031.5,0,0,0,9,N,0
Manhattan,9,10,15,-5,1031.5,0,0,0,9,N,1463
Queens,9,10,15,-5,1031.5,0,0,0,9,N,153
Staten Island,9,10,15,-5,1031.5,0,0,0,9,N,0
Bronx,3,10,15,-6,1032.2,0,0,0,9,N,34
Brooklyn,3,10,15,-6,1032.2,0,0,0,9,N,373
EWR,3,10,15,-6,1032.2,0,0,0,9,N,0
Manhattan,3,10,15,-6,1032.2,0,0,0,9,N,1020
Queens,3,10,15,-6,1032.2,0,0,0,9,N,130
Staten Island,3,10,15,-6,1032.2,0,0,0,9,N,0
NaN,3,10,15,-6,1032.2,0,0,0,9,N,1
Bronx,8,10,14,-7,1032.4,0,0,0,9,N,19
Brooklyn,8,10,14,-7,1032.4,0,0,0,9,N,239
EWR,8,10,14,-7,1032.4,0,0,0,9,N,0
Manhattan,8,10,14,-7,1032.4,0,0,0,9,N,629
Queens,8,10,14,-7,1032.4,0,0,0,9,N,106
Staten Island,8,10,14,-7,1032.4,0,0,0,9,N,0
Bronx,9,10,14,-7,1032.8,0,0,0,9,N,15
Brooklyn,9,10,14,-7,1032.8,0,0,0,9,N,218
EWR,9,10,14,-7,1032.8,0,0,0,9,N,1
Manhattan,9,10,14,-7,1032.8,0,0,0,9,N,575
Queens,9,10,14,-7,1032.8,0,0,0,9,N,158
Staten Island,9,10,14,-7,1032.8,0,0,0,9,N,0
Bronx,5,10,14,-7,1032.6,0,0,0,9,N,19
Brooklyn,5,10,14,-7,1032.6,0,0,0,9,N,274
EWR,5,10,14,-7,1032.6,0,0,0,9,N,0
Manhattan,5,10,14,-7,1032.6,0,0,0,9,N,528
Queens,5,10,14,-7,1032.6,0,0,0,9,N,179
Staten Island,5,10,14,-7,1032.6,0,0,0,9,N,0
Bronx,4,10,15,-8,1032.5,0,0,0,9,N,24
Brooklyn,4,10,15,-8,1032.5,0,0,0,9,N,309
EWR,4,10,15,-8,1032.5,0,0,0,9,N,0
Manhattan,4,10,15,-8,1032.5,0,0,0,9,N,773
Queens,4,10,15,-8,1032.5,0,0,0,9,N,197
Staten Island,4,10,15,-8,1032.5,0,0,0,9,N,0
NaN,4,10,15,-8,1032.5,0,0,0,9,N,2
Bronx,3,10,15,-7,1032.4,0,0,0,9,N,37
Brooklyn,3,10,15,-7,1032.4,0,0,0,9,N,411
EWR,3,10,15,-7,1032.4,0,0,0,9,N,0
Manhattan,3,10,15,-7,1032.4,0,0,0,9,N,1299
Queens,3,10,15,-7,1032.4,0,0,0,9,N,217
Staten Island,3,10,15,-7,1032.4,0,0,0,9,N,1
NaN,3,10,15,-7,1032.4,0,0,0,9,N,2
Bronx,0,10,17,-7,1031.5,0,0,0,9,N,36
Brooklyn,0,10,17,-7,1031.5,0,0,0,9,N,494
EWR,0,10,17,-7,1031.5,0,0,0,9,N,0
Manhattan,0,10,17,-7,1031.5,0,0,0,9,N,1680
Queens,0,10,17,-7,1031.5,0,0,0,9,N,249
Staten Island,0,10,17,-7,1031.5,0,0,0,9,N,1
NaN,0,10,17,-7,1031.5,0,0,0,9,N,2
Bronx,6,10,17,-3,1032.2,0,0,0,9,N,28
Brooklyn,6,10,17,-3,1032.2,0,0,0,9,N,554
EWR,6,10,17,-3,1032.2,0,0,0,9,N,0
Manhattan,6,10,17,-3,1032.2,0,0,0,9,N,2008
Queens,6,10,17,-3,1032.2,0,0,0,9,N,287
Staten Island,6,10,17,-3,1032.2,0,0,0,9,N,1
NaN,6,10,17,-3,1032.2,0,0,0,9,N,2
Bronx,5,10,17,-3,1032.8,0,0,0,9,N,40
Brooklyn,5,10,17,-3,1032.8,0,0,0,9,N,530
EWR,5,10,17,-3,1032.8,0,0,0,9,N,0
Manhattan,5,10,17,-3,1032.8,0,0,0,9,N,2273
Queens,5,10,17,-3,1032.8,0,0,0,9,N,306
Staten Island,5,10,17,-3,1032.8,0,0,0,9,N,9
NaN,5,10,17,-3,1032.8,0,0,0,9,N,1
Bronx,0,10,19,-3,1033.3,0,0,0,9,N,43
Brooklyn,0,10,19,-3,1033.3,0,0,0,9,N,590
EWR,0,10,19,-3,1033.3,0,0,0,9,N,0
Manhattan,0,10,19,-3,1033.3,0,0,0,9,N,2609
Queens,0,10,19,-3,1033.3,0,0,0,9,N,281
Staten Island,0,10,19,-3,1033.3,0,0,0,9,N,7
NaN,0,10,19,-3,1033.3,0,0,0,9,N,2
Bronx,9,10,21,-4,1032.7,0,0,0,9,N,54
Brooklyn,9,10,21,-4,1032.7,0,0,0,9,N,655
EWR,9,10,21,-4,1032.7,0,0,0,9,N,0
Manhattan,9,10,21,-4,1032.7,0,0,0,9,N,3069
Queens,9,10,21,-4,1032.7,0,0,0,9,N,268
Staten Island,9,10,21,-4,1032.7,0,0,0,9,N,3
NaN,9,10,21,-4,1032.7,0,0,0,9,N,1
Bronx,8,10,23,3,1032,0,0,0,9,N,60
Brooklyn,8,10,23,3,1032,0,0,0,9,N,680
EWR,8,10,23,3,1032,0,0,0,9,N,0
Manhattan,8,10,23,3,1032,0,0,0,9,N,3416
Queens,8,10,23,3,1032,0,0,0,9,N,364
Staten Island,8,10,23,3,1032,0,0,0,9,N,7
NaN,8,10,23,3,1032,0,0,0,9,N,1
Bronx,6,10,24,7,1031.6,0,0,0,9,N,77
Brooklyn,6,10,24,7,1031.6,0,0,0,9,N,710
EWR,6,10,24,7,1031.6,0,0,0,9,N,0
Manhattan,6,10,24,7,1031.6,0,0,0,9,N,4025
Queens,6,10,24,7,1031.6,0,0,0,9,N,418
Staten Island,6,10,24,7,1031.6,0,0,0,9,N,6
NaN,6,10,24,7,1031.6,0,0,0,9,N,1
Bronx,6,10,26,8,1030.5,0,0,0,9,N,75
